dic,Array,ask,question,word,dic,Array,cmd,buy,word,number,int,dic,Array,response,true,word,dic,Array,unit,trade,word,symbol,forex,word,0
dic,Array,ask,question,word,dic,Array,cmd,buy,word,number,int,dic,Array,response,true,word,dic,Array,unit,trade,word,symbol,forex,word,0
